Text_Generated,Language_Code,Model_Identifier,Label
"NgokwabakwaChildline South Africa, umbutho onga sebenzeli nzuzo okhuse la abantwana kuzo zonke izenzo zobundlobongela nokhuthaza ukuhlonitshwa kwamalungelo abantwa na eMzantsi Afrika, aba zali mabathethe ngendlela eyakhayo nabantwana.
Musa ukubangxolisa: the tha nabo ngembeko; benze bazikhethele; babandakanye xa kuthathwa izigqibo; bafundise okuhle kokubi; kwaye bakhuthaze ukuba bazivakalise izimvo zabo.
Oku ungakwenza  ngokubamba iintlanga niso zosapho rhoqo, apho wonke umntu athi athethe kwaye aphulaphule. Uku thetha yeyona ndlela ingco no kakhulu yokufundisa abantwana, kwaye unga bakhuthaza okokuba bazi phathe kakuhle ngokuthi nje ubachazele izinto.",xh,human,0
"USuku lwaBongikazi lwe Hlabathi, olungomhla we-12 kuCanzibe, lithuba lokunika abongikazi udumo ngenkonzo abayinika abanye abantu.
Umongikazi osisigxina uLuyanda Ganuganu (25), wesiBhedlele i-Groote Schuur eNtshona Koloni, uthi olu suku lukwalithuba lokuba abongika zi baqhubeke nokukhanyisa isi -bane kumsebenzi wabo.
“Lithuba lokuba abongikazi babekelwe phezulu, kodwa kufuneka siqhubeke nokunika inkathalo ekumgangatho ophe zulu, ingakumbi ngeli xesha lobhubhane,” utsho.
UGanuganu ebephambili  ngexesha letyeli lokuqala nele sibini lalo bhubhane, esebenza ewadini yenkathalo ephezulu ye-COVID-19  yesi sibhedlele.
“Eyona nto ibimnandi  ibe ngamava endiwazuzi leyo ngethuba ndisebenza nezigulana, kodwa eyona nto ibimbi ibikukufa okuni nzi okwehlileyo kule  wadi.",xh,human,0
"funo eyadini yakhe waye- ngazi ukuba ngenye imini uza kuba ngumlimi ongu- somashishini othengisela iivenkile zasekuhlaleni kunye nezikolo.
UNgaleka (oneminya- ka yobudala engama-67) ngowaKwaXolo ePort Shep- stone, kwiphondo laKwaZu- lu-Natal.
Ulima isipinatshi, ikhaphe- tshu, umnqathe, iitumata, itswele, iimbotyi kunye neebhanana. Ishishini lakhe laphumelela imbasa yoku- ba ngumvelisi obagqwese bonke ngowama-2016 ngethuba kubanjwe umsitho weembasa zeSebe lezoLimo laKwaZulu-Natal, i-Female Entrepreneurs Awards.
UNgaleka uthi ngethuba
eqalisa ukulima imifuno, wayefuna ukunceda usapho lwakhe ukuba lufumana imifuno kodwa kwathi kuba enothando lwamashishini
waphela sele eneshishini. Ukwaqashe nabanye ooma- ma basekuhlaleni kule fama yakhe.",xh,human,0
"Iprojekthi yooTitsha la AbaNcedisayo eMa phandleni (i-REAP) yi nkqubo yeminyaka emitha thu eza kuphunyezwa uku suka ngowama-2018 kude kube ngowama-2021 kwisi gaba sokulinga, kwaye yenzelwe ukuba kuzuze izikolo ezimalunga ne-188 eMzantsi Afrika ngeli xesha.
ISebe lithemba ukuba oku kuza kubanegalelo ekuphu culeni umgangatho wokufu nda nokufundisa kwinkqubo yemfundo esisiseko yasema phandleni.  Le nkqubo ngoku isalingwa kwizithili ezibini kwipho ndo ngalinye kula amathathu asemaphandleni aneziphu mo zemfundo ezingezihla nga. Ezi zithili ziquka i Alfred Nzo East kunye neZi thili zoNxweme lwe-OR  Tambo eMpuma Koloni, isi thili i-ILembe kunye ne-uMzi nyathi kwiphondo laKwaZu lu-Natal, kunye nesithili sase Sekhukhune nesaseMopani eLimpopo.",xh,human,0
"Kule leta babecacisa ngokwanda kodlwengulo nokuxhatshazwa ngokwesini, babhala ukuba njengamabhinqa basaqhubeka bephila ngoloyiko; nokulahlekelwa lithemba kwabo kwezomthetho.
Ndachukumiseka kakhulu ke kukuva amanina eli lizwe lethu ekhala ngoloyiko lwawo ngenxa yokuphathwa gadalala mihla le.
Ngenzame ke zokusabela kwiimbandezelo abafazi nabantwana aba phantsi kwazo siye sawisa imithetho eyenzelwe ukubakhusela. Nangona kukhona izohlwayo zokushenxisa abenzi bobubi eluntwini, amabhinqa nabantwana basaqhubeka bebandezeleka yaye besifa.",xh,human,0
"Ingxelo yeYunithi yoPhando eKhethekileyo (i-SIU) emalunga nophando lwayo lwezityholo ezinxulumene nokusetyenziswa gwenxa kwemali ye-COVID-19, kuwo onke amanqwanqwa karhu lumente kunye namacandelo abucala. Kutsha nje uMongameli u-Cyril Ramaphosa ugunyazise ukuba ikhululelwe uluntu.
Le ngxelo linyathelo elibalulekileyo lokulwa u rhwaphilizo kunye nolawulo olugwenxa kumacandelo karhulumente nawabucala, utshilo uMongameli.
KweyeKhala ngowama-2020, uMongameli Ramaphosa wagunyazisa uphando lwe-SIU.
Ngelo xesha ke waye wazibophelela ngelithi  ukuba ngaba i-SIU ifumene ubungqina bokuba kwenziwe ityala lolwaphulo-mthetho, iya kunyanzeleka ukuba idlulisele ubungqina kwiGunyabantu lezoTshutshiso leSizwe (i-NPA).",xh,human,0
"UGq Motsoaledi ebethe tha kutsha nje kwintla nganiso nonoondaba apho ebenika iinkcukacha ezi gcweleyo ngoMthetho-sihlo melo oYilwayo we-NHI kunye noMthetho-sihlomelo oyiLwa yo weziKimu zezoNyango.
Le Mithetho iYilwayo inga maqalela amalinge okulu ngiselela ukuba abantu  abaninzi bafumane iinkonzo zonyango nge-NHI.
Umthetho oyilwayo ngu mthetho ongekagqitywa  osafuna ukugqithiswa kuwo onke amanqanaba okwenzi wa komthetho. ImiThetho eYilwayo emininzi ibhalwa lisebe likarhulumente, isebe elo likhokelwa ngumphathi swa walo. UMthetho oYilwayo kufuneka uvunywe yiKha bhinethi phambi kokuba unge niswe ePalamente.",xh,human,0
"Abantu baseMpuma Koloni baza kutha tha inxaxheba kwica ndelo lezilwanyana zasendle emva kokuba befumene ima-li kurhulumente yokuqalisa umyezo wezilwanyana zasendle oza kuba ngowoluntu.
Indawo yaseDouble Drift cebu kuhle eRhini inabantu aba li-1 500 abaphuma kumakhaya angama-264. Basuswa kumhlaba wabo ngurhulumente wase Ciskei ngowe-1991, kusenzelwa umyezo wezilwanyana zasendle wabantu abamhlophe.
Abantu balapha basanda kufumana iitayitile zalo mhlaba, obuyiselwe kubo ngenkqubo karhulumente yokubuyiswa komhlaba.
Ngokokutsho kweNkulumbuso yaseMpuma Koloni uPhumu lo Masualle, kubekelwe bucala imali ezizigidi ezingama-21 zee randi ukulungisela ukuthenga lo mhlaba kwaye uza kunikezelwa ebantwini ngezigaba ezahlu-keneyo.
""Eli linyathelo elibalulekileyo kumalinge olondolozo nawokuzisa iinguqu.",xh,human,0
"Esi sikolo, sizinze eMthatha eMpuma Koloni, siqale ukusebenza kwigaraji yekhaya lelungu lasekuhlaleni uNkululeko Ralo, esithiywe ngaye.
Ekuhambeni kweminyaka, esi sikolo safuduka amatyeli amaninzi njengoko sasisanda.
Nangona kunjalo, abafundi kunye nootitshala abazange baxhamle kwizibonelelo ezifanelekileyo kude kube ngoku, xa bengene kwimi nyango yesikolo sabo esitsha, sodidi oluphezulu.
Esi sikolo sagqitywa njengenxalenye yePhulo eliKhawulezayo lokuNikezelwa kweZiseko zophuhliso lweZikolo (i-ASIDI), elasungulwa liSebe leMfundo esiSiseko ngowama-2011.
Eli phulo lijolise ekuthatheni indawo yezikolo ezibeka esichengeni ukhuseleko lwabafundi kunye nabasebenzi, ngenxa yokunqongophala kweziseko zophuhliso ezifanelekileyo, amanzi, ucoceko kunye nombane.",xh,human,0
"Olu luphawu lwenkqubela esiyenzayo ekunciphiseni usuleleko olutsha nomthwa lo kumaziko wenkathalelo yezonyango wethu. Ikwayi nkqubela phambili ebalu leke kakhulu njengokuba sizamela ukuqalisa ngoqo qosho lwethu.
Kodwa kusekutsha kakhu lu ukuba singakubhiyozela oku.
Sisesembindini wobhubha ne obulalayo osele uthathe imiphefumlo engaphezulu kwe-11 000 kuMzantsi Afri ka nje wodwa. Kwizehlo zosuleleko ezingaphezulu kwesiqingatha sesigidi ezi ngqiniweyo, sisekwindawo yesihlanu ubuninzi bosule leko ehlabathini. Kwaye akusoloko ekhona wona amathuba wokuba esi sifo singaphinda sivuke kwa khona.
Ukuba ngokuyinene sidi nga ukuzikhumbuza nge mfuno yokuba sihlale sipha phile, kufanele sikhangele kwizehlo zakutsha nje ku mgama ongamawaka nga mawaka weekilomitha kude le e-New Zealand.",xh,human,0
"Abantu abaninzi  baseMzantsi Afrika abafunyaniswe luvavanyo ukuba banentsholongwane i-corona (iCOVID19) abakwazi ukuzenza amakheswa ngokwabo kuba ama khaya wabo mancinci kakhulu ukuba bangakwazi ukuhlala baze balale kumagumbi abangabelani namntu ngawo.
Urhulumente ubaqinisekisile abantu ukuba amaziko amise-lweyo okuzenza amakheswa kwabo bantu bafunyaniswe luvavanyo ukuba banayointsholongwane ayafumaneka, kunye namaziko okuzigcina bucala wabo basalindele iziphumo zabo zovavanyo. Zombini ezo nkonzo zifumaneka simahla. Ngokutsho kukaGqirha u-Marlin McCay, ongugqirha wabantu bonke oseFlorida  eNtshona Randi, uthi into yokuqala ekufanele uyenzile xa ufunyaniswe unayo iCOVID-19  kukunciphisa ukusasazeka kosuleleko. “Ufuna ukukhusela usapho lwakho,” utsho.",xh,human,0
"Abafundi beMatriki balo nyaka ba-jongene nemingeni emikhulu ngenxa yesifo sentsholongwane icorona (i-COVID-19).
ISebe leMfundo esiSiseko liqinisekisile ukuba ukuvulwa okukhuselekileyo kwezikolo yenye yezinto eziphambili nezibalulekileyo kulo, kunye nokuxhasa abafundi ngeenkqubo ezahlukileyo zokubanceda ukuba bawu-gqibe lo nyaka wezifundo ngempumelelo.Enye yezi yinkqubo yeWoza Matrics, eza kuqaliswa ngo-mhla woku-1 kweyoMsintsi ngentsebenziswano nama-hlakani ezosasazo amaninzi kunye neengcali kwezemfu-ndo.",xh,human,0
"UThabiso Dladla noSumay Maharaj ziinjineli ezince disayo [ii-ARE] ezisafunda ukwenza umsebenzi kwii njineli ezinamava ku-N2 oLungiswayo phakathi  kweMthunzini kunye  ne-EMpangeni kummandla ongakwiNxweme lomNtla waKwaZulu-Natal.
“Senza imisebenzi efanayo neyee-ARE. Senza uhlolo, sibale nezixhobo zokuse benza, senze oko kuthiwa masikwenzwe njengeenjine li ezincedisayo, senze oko kufanele ukwenziwa kule ndawo yokusebenza kwaye siphendula nayiphi na imi buzo yezobunjineli ebuzwa yile nkampani yenza indle -la,” utshilo uDladla.",xh,human,0
"Ngelixa ‘iriphabliki’ icha zwa ngokubanzi njengelizwe apho igunya elongameleyo lisezandleni zabantu nakuba meli babo abanyuliweyo, oku kwakungekho njalo eMzantsi Afrika.
Umgaqo-siseko weripha bhliki yobandlululo wa thembisa umbuso kuThixo, ""ohlanganise ookhokho bethu kwimihlaba emininzi kwaye wabanika oku njenge mihlaba yabo"".
Yayingumgaqo-siseko  owawubhalwe ligcuntswana labantu abanobuhlanga kwaye ubhalelwa igcuntswa na labantu abanobuhlanga, kwaye wawusebenzisa ukho lo ukukhusela imbandezelo.
Wawucacisa ngolawulo lu karhulumente, ugxininisa ukuba ngabantu abamhlo phe kuphela abanelungelo lokuvota kwaye basebenze njengabameli boluntu.  Wa wungaqulathanga uMqulu wamaLungelo Oluntu.",xh,human,0
"I-CGE inganceda kwimiba yesondlo sabantwana, impatho-mbi kwezesondo, ucalucalulo kwezesini ku nye ne-GBV , kwaye inikezela ngeengcebiso zezomthetho zasimahla nokuwasebenzela simahla amaxhoba.
UMofihli Teleki wale khomishini uthi enye yeendima ze-CGE kuku ncedisa amaxhoba ukuba avule amatyala enkundla.
“Icandelo lezomthetho likhapha abamangali ukuya kwiinkundla zikamantyi ukuya kuvula amatyala odushe lwasekhaya lize lincedise ukugcwalisa iifomu ezifunekayo.",xh,human,0
Umlo wokulwa nesifo sentsholongwane i-corona (COVID-19) eMzantsi Afrika womelezwe kukuveliswa kwesixhobo sokuphefumlisa sokuqala apha kweli lizweIsixhobo sokuphefumlisa soXinzelelo oluluNcedo kwiMibhobho yoMoya  oluQhubekayo (i-CP AP) sinceda izigulane ezineempawu ezingephi ze-COVID-19 ukuba ziphefumle lula ngokubonelela ngoxinzelelo lomoya onomongo-moya okwinqanaba elingephi ukugcina imibhobho yazo yomoya ivulekile.Esi sixhobo sokuphefumlisa sayilwa liBhunga loPhando-nzulu kwezobuNzululwazi nezoShishino (i-CSIR) ngentsebenziswano neqela labehlulelani balapha ekhaya kwaye siza kufezekiswa kweli lizwe jikelele kwizigulane ezibonakalisa iingxaki zoku-phefumla kwizigaba zokuqala zosuleleko lwe-COVID-19.“Umoya umntu awuphe-fumlayo ngokwesiqhelo unomongo-moya ohlanganisi-weyo oziipesenti ezinga,xh,human,0
"Le Nkqubo kaMongameli yoVuselelo lweNgqesho ikwaxhase nokuphila kwabantu okuzinzileyo. Nga phezulu kwe-140 000 yama fama alima ukutya afumene iivawutsha zemveliso uwa nceda ukuba aqalise kwa khona, kwaye andise imveliso emva kokuba ephazanyiswe yi-COVID-19.Omnye wabaxhamli abanja lo nguPhindile Ngcoya (36) wase-Richmond KwaZulu-Natal. Ungomnye wamalungu alishumi omasibambisane wokufama kosapho, uthi ivawutsha ayifumeneyo yance da lo masibambisane omtsha ukuba uphinde uphile kwa khona kwaye ubenengeniso. Le Nkqubo kaMongameli yoVuselelo lweNgqesho ikwaxhasa abafundi abaphumelele imfundo yezidanga, ibonelela ngamathuba engqesho kubongi, abathweswe izidanga zesayensi, amagcisa kunye nabanye ke.",xh,human,0
"NgokukaMphathiswa wezeMpilo uGqr. Joe Phaahla, ngomhla wama-25 kuTshazimpuzi uMzantsi Afrika ubale ukunyuka okungange-137% kwe-COVID-19, xa kuthelekiswa neentsuku ezisixhenxe ezidlulileyo, okuqhutywa ikakhulu ngamazinga aphezulu osuleleko eRhawutini, KwaZulu-Natal kunye naseNtshona Koloni.
I-COVID-19 iseyingozi kwaye asinako ukuyeka zonke iindlela zokuzithintela,” utshilo uMphathiswa uPhaahla.
“Siyaphinda sibongoza bonke abo bangekagonywa ukuba beze ngaphambili bafumane isigonyo. Basengaphantsi kwama-50% abantu abadala abathe bafumana isigonyo esinye kwaye oko akulunganga.
Sibongoza abantu abatsha ukuba beze ngaphambili.
Ukungabi nakusulelwa ngokwendalo kuye kwehle  emva kwexesha kwaye akufani nesigonyo, akubekelwa xesha.",xh,human,0
"UMashinini uthi zonke izikhululo zokuvota ezi ngama-22 932 ziza kuvula ngentsimbi ye-08h00 zivale ngeye-17h00 ngempela-veki yokubhalisela ukuvota.
“Oku kukuvumela abavoti abatsha ukuba babhalise bona asebebhalisile balungi se baze bakhangele iinkcu khacha zabo zokubhalisa.”UMashinini uthi bazizigidi ezingama-26.1 abavoti aba bhalisileyo kumqulu  wabavoti odibeneyo wesizwe.
I-IEC inethemba lokongeza nokuba sisigidi esinye ubu ncinane sabavoti abatsha kumqulu wabavoti phambi konyulo lowama-2019.
UMashinini uthi ukubha lisela ukuvota kuzakuqhu tywa nakumaziko ezolule ko (iintolongo) kweli lizwe jikelele ukunika amabanjwa ithuba lokuba asebenzise  ilungelo lawo lokuvota.
“Ngokuphathelene noku vota, amabanjwa athathwa njengabhalisele ukuvota kwizithili zovoto apho iinto longo zawo zikhoyo.",xh,human,0
"Ngaphezulu kweminyaka engamashumi amathathu, ilizwe lethu belixakeke zinza -me eziqhubekayo zokulwa iNtsholongwane kaGawulayo (i-HIV) noGawulayo (i-AIDS), nothe wathatha imiphefumlo emininzi waze wadala imba-ndezelo nentlungu.Ukususela ekuqhambukeni kweCOVID-19  kweli lizwe, ngokuvaleleka phantsi kwe-miqathango ethile kwisizwe jilele kunye noxinzelelo kwi-ziseko zethu zezempilo, uninzi lweenkonzo ze-HIV , i-AIDS nesifo sephepha (i-TB) ziye za-bulaleka. Oku kuye kwabangela umceli-mngeni ekuvavanyweni kwabantu nokuqalisa unyango lokuthomalalisa iNtsholo-ngwane kaGawulayo. Abantu abaninzi bakufumanise kunzi-ma ukulanda amayeza wabo kwaye bambalwa abantu abe-bekwazi ukuﬁ  kelela kwezinye iinkonzo, ezifana nolwaluko lwamadoda olwenziwa kwa-gqirha ngokuzithandela.",xh,human,0
"I-CACH yinkonzo karhulumente efunyanwa kwi-intanethi elawulwa  liSebe leMfundo ePhakamileyo noQeqesho (i-DHET).
Le nkonzo inceda abo bafuna ukufikelela kwiiyunivesithi, iikholeji zeMfundo yobuGcisa noQeqesho (i-TVET) kwakunye nokufikelela kumathuba ophuhliso lwezakhono.
“Iinkonzo ze-CACH sele ziqalile ukufumaneka ukususela ngomhla wama-24 kweyoMqungu 2022, kwaye ziza  kuvalwa  ngomhla wama-31 kweyoKwindla, ngelokunceda abo bafuna ukungena kumaziko emfundo enomsila kodwa bajongane nemiceli mngeni yokufumana indawo,” utshilo uMphathiswa weMfundo ePhakamileyo noQeqesho uGqirha uBlade Nzimande.
I-CACH ingakwazi ukunceda  abo abangakhange banikwe ndawo kwizifundo ebebezikhethile, nangona bebefake izicelo zabo zokwamkelwa eyunivesithi okanye ekholejini kwangethuba kunyaka ophelileyo ka-2021.",xh,human,0
"Umhlaza osaqalayo uyaxi longwa kwaye unyangwe, liphezulu ithuba lokuchacha ngokupheleleyo.
UMququzeleli woNxi belelwano lweChildhood Cancer Foundation South Africa  (i-CHOC) u-Taryn Seegers uthi ngokwazi iimpawu ezixhaphakileyo zomhlaza kulutsha, kunganceda ukusindisa ubomi.
“Iimpawu kunye nemi qondiso kunokuba nzima ukuzibona phakathi kwa maqhuma aqhelekileyo, imigruzuko, ukukhula ngokukhawuleza kunye nokuguquguquka kwesi mo sengqondo. Nangona kunjalo, ukufunyaniswa kwangethuba kubalulekile,” utshilo.
Ngokwengxelo yeCancer Association of South Africa  (i-CANSA), baphakathi kwama-800 ukuya kwi 1 000 abantwana base Mzantsi Afrika abaxilo ngelwa umhlaza kunyaka ngamnye.
Nangona kunjalo, lo mbutho uqikelela ukuba isiqingatha sabantwana aba nomhlaza eMzantsi Afrika abazange baxilongwa.",xh,human,0
"Abanini mashi shini abancinci noosomashishini abathengisa ecaleni kwendlela baphakathi kwabantu baseMzantsi Afrika abangabona ba-chatshazelwe kakhulu yile nkqubo yokumiswa ngxi kweentshukumo. Khona ukuze bakwazi ukumelana neli xesha linzima kangaka, abanini bala mashishini bangase-benzisa uncedo lweendi-di ngeendidi zongenelelo olumiselwe ngurhulu-mente ukubanceda.",xh,human,0
"“Ndandixhalaba kakhulu kukungabi nankxaso-mali njengoko ndiphuma kwikhaya elingathathi ntweni.  Oko kwaqhuba kwada kwa-ngowama-2018, ndaza ndafumana ibhasari kwi-MISA. Ndancedakala kangangokuba ndifumene imfundo yesida-nga sendingasenankxalabo kwaphela. Ndandihlawulelwa konke, inye kuphela into ebi-funeka, ikukuzikisa ingqondo kwizifundo zam,” utsho.
UMagwaza ngomnye wa-makhulu abafundi abafundi-swa ngeenkqubo ze-MISA zophuhliso lolutsha ngo-nyaka ngamnye. Ezi nkqubo zinikela ngemali nangenkxaso yokunceda abafundi ukuba bafumane amathuba emisebenzi bakuba bephumelele kwizifundo zabo.  “Ngenene bendililangazelela umsitho wothweso-zidanga. Oko bekubaluleke kakhulu kum njengoko bendiza kuba ngowokuqala ukuba ne-mfundo yesidanga kwikhaya lam.",xh,human,0
"Yintoni i-B&B?NgokweBhunga lokuHlela lezoKhenketho loMzantsi Afrika, i-B&B yindawo yoku lala engenabucukubhede buninzi efanayo nje nalo naliphi na ikhaya.
Igumbi ngalinye kufuneka libe nendlu yalo yangasese, kwaye imali yesidlo sakusasa kufuneka iqukwe kule yokula la. Ukongeza, igumbi kufuneka licocwe yonke imihla xa kukho indwendwe elihlala kulo.
Iindlu eyenziwe i-B&B inganamagumbi amathathu kuphela ubukhulu. Ukuba le ndlu inamagumbi angaphezu lu kwamathathu, ayiseyo-B&B kufuneka ibizwe ngokuba iyiguest house .
 Ngawaphi amanqanaba alandelwayo xa kuvulwa i-B&B?Inqanaba lokuqala kukuya kumasipala wakho uye kufaka isicelo sokunikwa ilungelo lokuguqula indlu yakho ibe lishishini lokulalisa nokuntenda iindwendwe.",xh,human,0
"Okokuba uphatheke kakubi eluthandweni okanye umntwa na ophantsi kwakho uphe thwe kakubi, ungawathatha amanyathelo okuzikhusela okanye okukhusela umntwa na ngokuya ezinkundleni zamatyala okanye ngokuya kuxela le meko kuMbutho wamaPolisa aseMzantsi Afri ka (i-SAPS).
UMthetho wobuNdlo bongela baseKhaya unika amaxhoba obundlobongela basekhaya olona khuseleko luliqilima olunokunikwa  ngumthetho.
Ukuphathwa kakubi kuzi bonakalisa ngeendlela  ngeendlela kwaye kubalule kile okokuba abantu aba bhinqileyo bazazi iintlobo ngeentlobo zokuphathwa kakubi ukuze bakwazi uku zikhusela.
Ubundlobongela basekhaya benzeka xa umntu ephantsi kwezi meko zilandelayo:Ukuphathwa kakubi ngo kwasemzimbeni:  umzekelo, xa ubethwa okanye ugrogriswa ngobundlobongela.",xh,human,0
"Ngosuku lokuqala luka2022, isizwe sahlangana ukuthi ndlela-ntle kuBhishophu Omkhulu u-Desmond Tutu e-St George’s Cathedral, eKa pa.
Ibilixesha elibuhlungu kakhulu sikhumbula ubomi kunye negalelo leqabane elithandekayo, nowaye sisazela, ngeendlela ezininzi, zokuziphatha sisisizwe.
Kwaxeshanye, umngcwabo wakhe ibungumbhiyozo wezinto ebezimele. Ibingumbhiyozo womanyano kunye nehlobo abantu bethu abohlukene ngalo, kwaye ibisisikhumbuzo sokuzincama okwenziwa ngabantu ukufezekisa le ntando yesininzi yethu.
Ngosuku lwesibini luka2022, ilizwe labukela lunxunguphele umlilo  omkhulu owawutshisa iPalamente yethu, kumgama nje olikhulu leemitha ukusuka apho sasidibanele khona kusuku olungaphambili sinika imbeko yethu yokugqibela kuBhishophu Omkhulu uTutu.",xh,human,0
"Abanye abantu bacebise ukuba kufuneka sikhethe phakathi kombuso wophuhliso odlala indima ebalulekileyo kwinguqu yoqoqosho nasekuhlaleni kwelinye icala kunye necandelo labucala elikhulayo elidlamkileyo neliqhuba ukukhula nengqesho kwelinye icala.
Eneneni sizidinga zombini.
Sidinga umbuso wophuhliso onobuchule kunye necandelo labucala elinamandla nelikhawulezayo.
Sidinga ukuba asebenzisane ancedisane apho elinye lisilela khona.
Lo mbono awukho mtsha.
Kwiminyaka engamashumi amathathu eyagqithayo, ngo-1992, iAfrican National Congress yamkela njengeyalo uxwebhu olunesihloko esithi ‘Ready to Govern’.",xh,human,0
"Akukho ntlungu inokuba ngaphezulu kweyesizwe esinegcuntswana labantu aba-zizinhanha nabanento yonke, ngeli xesha abanye bephila ngamabona-ndenzile, okanye beswele bengenanto.
Ewe, lo ngumonakalo owashiywa ngumbuso wa-ngaphambili owawusekelwe kucalu-calulo ukhuthaza uku-ngalingani. Kodwa ukwa zimpa wu zeempazamo nokusilela ekwenzeni umsebenzi wawo lo mbuso wethu ulawulwa ngokwentando yesininzi. Olu valeleko phantsi kwemiqa-thango ethile kukazwelonke kumiselwe ngeenjongo zokulwa  intsholongwane icorona  ethe yaziveze elubala ezi ngxaki kudala sijamelene nazo.",xh,human,0
"INgxowa-mali yokuSabela uBundlobongela obuSekwe kwiSini nokuBulawa kwa baseTyhini (i-GBVF) izama ukuqinisekisa ukuba uMzantsi Afrika awunayo i-GBVF ngakumabhinqa; ebantwaneni; kunye nabasetyhini abathandana nabanye base tyhini (i-lesbian), amadoda athandana namanye amadoda (i-gay), abanesini esibini (i-bisexual), abatshintshe isini (i-transgender), abathandana nabanye abantu ngokwahlu kana (i-intersex), abanesini esingaqondakaliyo (i-queer/questioning), abangakhathale langa sini somntu abathandana naye (i-asexual) kunye nabanye (i-LGBTQIA+).
Le ngxowa-mali yaqalwa ngu -Mongameli u-Cyril Ramaphosa kweyoMdumba wama-2021, ukuxhasa ukuphunyezwa kwe siCwangciso-qhinga seSizwe se-GBVF.",xh,human,0
"Umbuzo:  Ingaba ichiza lokugonya lingayibangela i-COVID-19  okanye linga ndenza ndifumaniseke ndi nayo xa ndivavanywa?Impendulo: Hayi.  Akukho nalinye kumachiza okugonya asetyenziswa eMzantsi Afrika elinentsho longwane ephilayo ebange la iCOVID-19 . Ngoko ke ayinakho ukubangela intsho longwane kwaye awuziku fumaniseka unayo xa uva vanywa emveni kokuba ugonyile.
Umbuzo:  Ingaba yinyani ukuba la machiza okugonya anetshiphu encinane elande la umkhondo weentshukumo zabantu?Impendulo: Hayi.  Akukho tshiphu encinane okanye sixhobo sokulande lela umkhondo kumachiza okugonya. Abavelisi bama chiza okugonya kufuneka bachaze izithako kwiGunya bantu eliLawula iiMveliso zezeMpilo loMzantsi Afrika (i-SAHPRA) phambi kokuba ichiza lokugonya liphunye zwe ukuba lingasetyenziswa.",xh,human,0
"Isithethi seSebe uLesemang Matuka uthi ngaphambili abantu abangamaxhoba kwakunyanzeleka ukuba bahambe imigama emide ukuze bafumane ezi nkonzo. Eli ziko liza kunceda abantu baseKatlehong, Thokoza, Vosloorus kunye nemima ndla engqongileyo.
“Njengesebe, sifuna ukuba kubekho iinkonzo zezempilo ezingcono ezifunyanwa ngu mntu wonke ngokuqeqesha nokuxhobisa ngezakhono iingcali zezonyango ezi nezakhono zokuncenda amaxhoba olwaphu-lo-mthetho.",xh,human,0
"Kutsha nje abantu bakwaZu lu babeke kwikhaya lokugqi bela uKumkani u-Goodwill Zwelithini kaBhekuzulu olawule kangangesiqingatha senkulungwane. Ngenya nga yoMqungu, aBapedi ba ngcwabe uKgoshikgolo Thu lare Thulare III, osutywe ku kufa kungekapheli nonyaka emva kokubekwa kwakhe esihlalweni.
Ngokudlula kwabo emhla beni, siphulukene neentsha tsheli zolondolozo lwamafa ethu, kwaye sihlonipha aba gcini beembali zabantu babo.
Kwangelo xesha, ba bengabadlali bendima ebalulekileyo kuphuhliso lwasemaphandleni, kwaye babezinikele kwiinkqubo zokuqhuba ukuphakamisa iimeko ezibonakalayo za bantu babo.",xh,human,0
"Ngokutsho kwe-DWS iimvula khange zine ngokwaneleyo fu thi amanzi ayashokoxeka ema-damini.
Oku kubangele ukuba urhulumente abeke imigqaliselo engqingqwa enkinkisha ukusetyenziswa kwamanzi ngelinge lokuba umhl’omkhulu woku-tsha kwamadama nokuphela kwamanzi ungafiki.
IsiXeko saseKapa ngoku sisebenzisa imigqaliselo ekwinqa naba 6B. Oku kuthetha ukuba umntu omnye, nokuba use-msebenzini, ekhaya, esikolweni okanye nakweyiphi indawo uvumeleke ukuba asebenzise amanzi azilitha ezingama-50 okanye ngaphantsi ngosuku.
Nangona isixeko sisenza konke okusemandleni ukulwa ukuba ungafiki omhla omkhulu  wokuphela kwamanzi kodwa sithi silungiselela ukufika kwimeko apho sikwaziyo ukonga ama-nzi aqhube kude kufike iimvula zobusika.
“Siza kuzivala iimpompo xa umthamo wamadama ethu ufikelela kwi-13.5%.",xh,human,0
"Umhlaza waba ntwana unyuka kwihlabathi jike lele, ekuqikelelwa uku ba kwisinye sabantwana abangama-408 kwihlabathi lonke sifunyaniswe sino mhlaza ngaphambi kwe minyaka eli-15.
Ngokuka-Taryn Seegers, uMququzeleli wezoNxibelelwano kuMbutho woMhlaza waBantwana waseMzantsi Afrika (i-CHOC), kukholelwa ukuba isibini kwisithathu sabantwana abanomhlaza abalufumani unyango kwaye amaxesha amaninzi  abobalufumanayo sele bekwinqanaba lokugqibela lesi sifo.
Ukusukela ngowama-2011, i-CHOC ibisebenza neSebe lezeMpilo kunye namaxhwele ukunikezela iingcali zempilo, abasebenzi beze-mpilo, amaxhwele kunye noluntu ngolwazi lomhlaza wabantwana.",xh,human,0
